RNA Tumor Sample Barcode,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,pValue,Correlation,RMSE,Absolute score (sig.score),aDC,Adipocytes,Astrocytes,B-cells,Basophils,CD4+ memory T-cells,CD4+ naive T-cells,CD4+ T-cells,CD4+ Tcm,CD4+ Tem,CD8+ naive T-cells,CD8+ T-cells,CD8+ Tcm,CD8+ Tem,cDC,Chondrocytes,Class-switched memory B-cells,CLP,CMP,DC,Endothelial cells,Eosinophils,Epithelial cells,Erythrocytes,Fibroblasts,GMP,Hepatocytes,HSC,iDC,Keratinocytes,ly Endothelial cells,Macrophages,Macrophages M1,Macrophages M2,Mast cells,Megakaryocytes,Melanocytes,Memory B-cells,MEP,Mesangial cells,Monocytes,MPP,MSC,mv Endothelial cells,Myocytes,naive B-cells,Neurons,Neutrophils,NK cells,NKT,Osteoblast,pDC,Pericytes,Plasma cells,Platelets,Preadipocytes,pro B-cells,Sebocytes,Skeletal muscle,Smooth muscle,Tgd cells,Th1 cells,Th2 cells,Tregs,ImmuneScore,StromaScore,MicroenvironmentScore
CRC.SW.U0750.T,0.005231 ,0.000000 ,0.038988 ,0.014946 ,0.000000 ,0.167727 ,0.000000 ,0.016982 ,0.009879 ,0.000000 ,0.008787 ,0.000000 ,0.001676 ,0.009118 ,0.006633 ,0.047929 ,0.000000 ,0.006103 ,0.000000 ,0.021352 ,0.000000 ,0.000944 ,0.034000 ,0.184434 ,1.026666 ,0.356295 ,0.040294 ,0.000000 ,0.000000 ,0.197299 ,0.375685 ,0.593740 ,0.184617 ,0.247498 ,0.077685 ,0.223076 ,0.126901 ,0.118935 ,0.040605 ,0.000000 ,0.024341 ,0.000000 ,0.134464 ,0.558371 ,0.000000 ,0.000000 ,0.056453 ,0.000000 ,0.090083 ,0.008996 ,0.000000 ,0.000000 ,0.000000 ,0.324911 ,0.083273 ,0.033838 ,0.013507 ,0.000000 ,0.000000 ,0.017079 ,0.078627 ,0.031603 ,0.046532 ,0.067291 ,0.048430 ,0.000000 ,0.000000 ,0.000000 ,0.070913 ,0.006751 ,0.105079 ,0.000000 ,0.013755 ,0.000000 ,0.000000 ,0.229204 ,0.229736 ,0.267468 ,0.000000 ,0.092318 ,0.121838 ,0.000000 ,0.104698 ,0.046250 ,0.060803 ,1.463388 ,0.000000 ,0.909852 ,0.640576 ,0.000000 ,0.428239 ,0.028226 ,0.456465 
CRC.SW.U0776.T,0.026266 ,0.000000 ,0.058941 ,0.000154 ,0.000000 ,0.102722 ,0.000000 ,0.009998 ,0.000000 ,0.000000 ,0.015547 ,0.000000 ,0.000000 ,0.080665 ,0.019596 ,0.076554 ,0.000000 ,0.010496 ,0.000000 ,0.094727 ,0.047668 ,0.066894 ,0.024000 ,0.199695 ,1.006385 ,0.610229 ,0.348039 ,0.111343 ,0.151698 ,0.207833 ,0.000000 ,0.057075 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.944016 ,0.237554 ,0.000000 ,0.637912 ,0.000000 ,0.278024 ,0.229381 ,0.249888 ,0.102654 ,0.062976 ,0.299789 ,0.162438 ,0.000000 ,0.598927 ,2.649358 ,0.012749 ,0.170422 ,0.260020 ,0.062400 ,0.108716 ,0.182963 ,0.051081 ,0.067147 ,0.140137 ,0.439158 ,0.157738 ,0.462380 ,0.000000 ,0.000000 ,0.112824 ,0.042362 ,0.052694 ,0.040924 ,0.531017 ,0.000000 ,1.350261 ,0.410671 ,0.153867 ,0.544674 ,0.059389 ,0.000000 ,0.000000 ,0.000541 ,0.087522 ,0.000000 ,1.188210 ,0.000000 ,0.425961 ,1.551700 ,0.000000 ,1.448083 ,0.320257 ,1.768340 
CRC.SW.U0793.T,0.031788 ,0.000000 ,0.182271 ,0.009846 ,0.000000 ,0.081797 ,0.000000 ,0.015204 ,0.004122 ,0.000000 ,0.019432 ,0.000000 ,0.007518 ,0.015564 ,0.003361 ,0.030582 ,0.008989 ,0.000000 ,0.000000 ,0.039835 ,0.003055 ,0.007277 ,0.000000 ,0.563195 ,0.826194 ,0.460640 ,0.000000 ,0.011281 ,0.000000 ,1.100170 ,0.700471 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.025381 ,0.000000 ,0.000000 ,0.000000 ,0.577254 ,0.000000 ,0.214461 ,1.133823 ,0.106930 ,0.065987 ,0.076185 ,0.172541 ,0.321901 ,0.064699 ,0.036335 ,0.005921 ,0.059250 ,0.264566 ,1.112264 ,0.081423 ,0.011101 ,0.000000 ,0.003848 ,0.002854 ,0.258702 ,0.059792 ,0.105794 ,0.390471 ,0.261562 ,0.258629 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.105768 ,0.200484 ,0.086477 ,0.044505 ,0.000000 ,0.480683 ,0.052244 ,0.316110 ,0.133837 ,0.379663 ,0.039102 ,0.078713 ,0.366467 ,0.212583 ,0.090235 ,1.676791 ,0.000000 ,0.397142 ,0.107091 ,0.000000 ,1.094602 ,0.061900 ,1.156503 
CRC.SW.U0800.T,0.000000 ,0.000000 ,0.054764 ,0.011292 ,0.000000 ,0.193824 ,0.038622 ,0.004726 ,0.000000 ,0.000000 ,0.034887 ,0.000000 ,0.008200 ,0.114431 ,0.012653 ,0.084427 ,0.000000 ,0.035728 ,0.000000 ,0.042975 ,0.000000 ,0.115387 ,0.093000 ,0.107248 ,1.044239 ,0.751916 ,0.310212 ,0.002051 ,0.802896 ,0.000000 ,0.000000 ,0.259990 ,0.000000 ,0.004879 ,0.000000 ,0.000000 ,0.142139 ,0.162713 ,0.258938 ,0.000000 ,0.222077 ,0.315838 ,0.000000 ,0.437014 ,0.015962 ,0.091994 ,0.981762 ,0.000000 ,0.014415 ,0.003180 ,0.802704 ,0.000000 ,0.022335 ,1.360302 ,1.432957 ,0.000000 ,1.006739 ,0.174410 ,0.144523 ,0.100184 ,0.102980 ,0.082291 ,0.000000 ,0.000000 ,0.108604 ,0.136061 ,0.742967 ,0.000000 ,0.000000 ,0.485072 ,0.006045 ,0.000000 ,0.052659 ,0.512481 ,0.059266 ,0.631435 ,0.000000 ,0.507819 ,0.498807 ,0.016924 ,0.074001 ,0.338846 ,0.000000 ,0.029382 ,0.008107 ,0.832807 ,0.000000 ,0.869246 ,0.779389 ,0.062863 ,1.234459 ,0.893259 ,2.127718 
CRC.SW.U0802.T,0.020275 ,0.000000 ,0.153299 ,0.010581 ,0.000000 ,0.127246 ,0.020292 ,0.002980 ,0.000225 ,0.000000 ,0.028893 ,0.000000 ,0.000000 ,0.042070 ,0.004701 ,0.052687 ,0.000000 ,0.009406 ,0.000000 ,0.018616 ,0.000000 ,0.020860 ,0.001000 ,0.468422 ,0.883079 ,0.512130 ,0.000000 ,0.000000 ,0.000000 ,0.179156 ,0.164891 ,0.315295 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.074989 ,0.205727 ,0.061437 ,0.042118 ,0.223635 ,0.134915 ,0.038031 ,0.552057 ,0.000000 ,0.000000 ,0.774348 ,0.000000 ,0.087665 ,0.000556 ,0.023512 ,0.000000 ,0.012806 ,1.490724 ,0.152377 ,0.000000 ,0.482635 ,0.000000 ,0.000000 ,0.026668 ,0.099664 ,0.129919 ,0.000000 ,0.001586 ,0.181077 ,0.070723 ,0.000000 ,0.000000 ,0.000000 ,0.311880 ,0.047400 ,0.000000 ,0.032995 ,0.077439 ,0.000000 ,0.903001 ,0.115909 ,0.387505 ,0.198777 ,0.224471 ,0.033985 ,0.086903 ,0.000000 ,0.087488 ,0.000000 ,1.525371 ,0.000000 ,1.430412 ,0.088542 ,0.000000 ,0.374658 ,0.398930 ,0.773588 
CRC.SW.U0803.T,0.025528 ,0.000000 ,0.127815 ,0.011437 ,0.000000 ,0.100702 ,0.026072 ,0.003097 ,0.017663 ,0.000000 ,0.025754 ,0.000000 ,0.000000 ,0.046499 ,0.000000 ,0.040487 ,0.000000 ,0.018375 ,0.000000 ,0.022094 ,0.003078 ,0.008303 ,0.001000 ,0.459659 ,0.887732 ,0.476903 ,0.000000 ,0.003477 ,0.122998 ,0.000000 ,0.400612 ,0.370273 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.094526 ,0.000000 ,0.000000 ,0.000000 ,0.112945 ,0.149788 ,0.000000 ,0.423153 ,0.051018 ,0.066054 ,0.520700 ,0.324455 ,0.237285 ,0.087884 ,0.400515 ,0.000000 ,0.038300 ,1.046228 ,1.049510 ,0.030488 ,0.360973 ,0.000000 ,0.022188 ,0.000000 ,0.082882 ,0.023447 ,0.000000 ,0.029783 ,0.355005 ,0.215270 ,0.000000 ,0.000000 ,0.000000 ,0.135883 ,0.020160 ,0.000000 ,0.044233 ,0.000000 ,0.000000 ,0.763048 ,0.208578 ,0.555359 ,0.610748 ,0.197739 ,0.000000 ,0.222548 ,0.136021 ,0.081704 ,0.051383 ,0.938850 ,0.000000 ,0.773164 ,0.706809 ,0.000000 ,0.315594 ,0.462346 ,0.777941 
CRC.SW.U0804.T,0.033927 ,0.000000 ,0.043410 ,0.000000 ,0.000000 ,0.110478 ,0.000000 ,0.009290 ,0.000000 ,0.000000 ,0.024591 ,0.000000 ,0.000000 ,0.107034 ,0.013694 ,0.019713 ,0.000000 ,0.008917 ,0.000000 ,0.054154 ,0.000000 ,0.082349 ,0.019000 ,0.229988 ,0.997571 ,0.507558 ,0.031563 ,0.029426 ,0.433966 ,0.000000 ,0.370813 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.003319 ,0.000000 ,0.000000 ,0.000000 ,0.907446 ,0.221911 ,0.152149 ,0.387922 ,0.015046 ,0.237470 ,0.744423 ,0.232149 ,0.437676 ,0.035239 ,0.358335 ,0.000000 ,0.063957 ,1.202838 ,2.884254 ,0.225534 ,0.642005 ,0.034503 ,0.080276 ,0.065576 ,0.045237 ,0.242963 ,0.073517 ,0.041280 ,0.000000 ,0.498586 ,0.537939 ,0.000000 ,0.000000 ,0.170019 ,0.136130 ,0.000000 ,0.111169 ,0.602369 ,0.000000 ,0.514067 ,0.000000 ,0.131190 ,0.510780 ,0.083176 ,0.151905 ,0.003642 ,0.202840 ,0.203258 ,0.295046 ,0.425486 ,0.000000 ,0.000000 ,0.578842 ,0.000000 ,1.126445 ,0.566092 ,1.692537 
CRC.SW.U0805.T,0.005026 ,0.000000 ,0.069815 ,0.000000 ,0.000000 ,0.117916 ,0.002926 ,0.000000 ,0.000442 ,0.000000 ,0.027358 ,0.000000 ,0.000000 ,0.028824 ,0.004979 ,0.064201 ,0.000000 ,0.022703 ,0.000000 ,0.032868 ,0.000000 ,0.031505 ,0.013000 ,0.284124 ,0.965722 ,0.408563 ,0.000000 ,0.007834 ,0.000000 ,0.000000 ,0.447201 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.078929 ,0.000000 ,0.000000 ,0.000000 ,0.230596 ,0.031708 ,0.000000 ,0.775246 ,0.000000 ,0.026091 ,0.641752 ,0.000000 ,0.120146 ,0.031509 ,0.150027 ,0.000000 ,0.043108 ,0.734277 ,1.068026 ,0.008680 ,0.379983 ,0.000000 ,0.000000 ,0.000000 ,0.054590 ,0.011780 ,0.056699 ,0.000000 ,0.112303 ,0.104585 ,0.047910 ,0.000000 ,0.123023 ,0.244620 ,0.087932 ,0.000000 ,0.077052 ,0.285141 ,0.000000 ,0.881978 ,0.348785 ,0.079729 ,0.190736 ,0.122366 ,0.000000 ,0.313906 ,0.217943 ,0.173175 ,0.124143 ,1.141717 ,0.000000 ,0.872194 ,0.269737 ,0.000000 ,0.275822 ,0.399807 ,0.675628 
CRC.SW.U0814.T,0.019663 ,0.016088 ,0.131961 ,0.027190 ,0.000000 ,0.131061 ,0.003570 ,0.014587 ,0.001738 ,0.000000 ,0.011773 ,0.000000 ,0.000000 ,0.059761 ,0.000000 ,0.051327 ,0.000000 ,0.016023 ,0.000000 ,0.032614 ,0.002464 ,0.038094 ,0.002000 ,0.434225 ,0.900242 ,0.557913 ,0.000000 ,0.014713 ,0.000000 ,0.946436 ,0.000000 ,0.190326 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.271887 ,0.043694 ,0.000000 ,0.000000 ,0.701807 ,0.000000 ,0.261329 ,0.808715 ,0.000000 ,0.048706 ,0.578154 ,0.127385 ,0.154477 ,0.020539 ,0.137386 ,0.014083 ,0.029048 ,1.303213 ,0.820228 ,0.130739 ,0.384323 ,0.000000 ,0.003407 ,0.041598 ,0.107103 ,0.069598 ,0.033757 ,0.397815 ,0.396986 ,0.220533 ,0.040055 ,0.000000 ,0.261600 ,0.194856 ,0.122436 ,0.219052 ,0.051251 ,0.435317 ,0.000000 ,0.775257 ,0.206305 ,0.094014 ,0.115914 ,0.349665 ,0.078593 ,0.276921 ,0.106242 ,0.099426 ,0.080576 ,1.251304 ,0.000000 ,0.343726 ,0.691167 ,0.000000 ,1.165797 ,0.365127 ,1.530923 
CRC.SW.U0820.T,0.024341 ,0.000000 ,0.050719 ,0.024233 ,0.000000 ,0.111024 ,0.003662 ,0.007948 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.014812 ,0.021462 ,0.000000 ,0.023625 ,0.002891 ,0.009232 ,0.000000 ,0.055098 ,0.008442 ,0.019500 ,0.009000 ,0.303472 ,0.960353 ,0.376988 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.357311 ,0.131065 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.078507 ,0.000000 ,0.000000 ,0.000000 ,0.358795 ,0.070111 ,0.000000 ,1.074886 ,0.000000 ,0.156814 ,0.656373 ,0.000000 ,0.000000 ,0.050716 ,0.189165 ,0.000000 ,0.027784 ,1.086442 ,1.035316 ,0.000000 ,0.589682 ,0.120057 ,0.012371 ,0.236993 ,0.140753 ,0.049235 ,0.021099 ,0.000000 ,0.218846 ,0.048761 ,0.000000 ,0.000000 ,0.183746 ,0.277751 ,0.063824 ,0.000000 ,0.062772 ,0.173488 ,0.000000 ,0.371392 ,0.392457 ,0.240917 ,0.155597 ,0.079273 ,0.013264 ,0.039746 ,0.247479 ,0.000000 ,0.088189 ,1.662330 ,0.000000 ,0.573809 ,1.186732 ,0.000000 ,0.394074 ,0.422769 ,0.816843 
CRC.SW.U0848.T,0.011935 ,0.000000 ,0.086848 ,0.000838 ,0.000000 ,0.050532 ,0.002934 ,0.006295 ,0.000000 ,0.000000 ,0.031124 ,0.000000 ,0.000000 ,0.032977 ,0.000211 ,0.029663 ,0.000000 ,0.012615 ,0.014447 ,0.021532 ,0.000000 ,0.100004 ,0.007000 ,0.325772 ,0.956467 ,0.401953 ,0.000000 ,0.005010 ,0.000000 ,0.000000 ,0.278711 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.278525 ,0.182625 ,0.079201 ,0.713630 ,0.086749 ,0.000000 ,0.783095 ,0.007494 ,0.123936 ,0.109021 ,0.168620 ,0.000000 ,0.070860 ,1.447736 ,1.039156 ,0.078270 ,0.822270 ,0.000000 ,0.000000 ,0.000000 ,0.280588 ,0.193823 ,0.045269 ,0.000000 ,0.198798 ,0.391642 ,0.207977 ,0.000000 ,0.000000 ,0.237870 ,0.109314 ,0.000000 ,0.110590 ,0.618650 ,0.000000 ,1.429519 ,0.126708 ,0.132637 ,0.396783 ,0.125466 ,0.114414 ,0.249577 ,0.143150 ,0.197010 ,0.268413 ,0.565883 ,0.000000 ,0.253416 ,0.240868 ,0.000000 ,0.743140 ,0.478362 ,1.221502 
CRC.SW.U0849.T,0.006326 ,0.000000 ,0.013506 ,0.000000 ,0.000000 ,0.097505 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.037817 ,0.000000 ,0.000000 ,0.142804 ,0.000696 ,0.105530 ,0.000000 ,0.008555 ,0.000000 ,0.040015 ,0.000000 ,0.175425 ,0.005000 ,0.364655 ,0.948238 ,0.628181 ,0.246854 ,0.108573 ,0.078902 ,0.103905 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.693561 ,0.056974 ,0.072026 ,0.327445 ,0.014993 ,0.130136 ,0.994455 ,0.000000 ,0.034282 ,0.000000 ,0.428500 ,0.053961 ,0.035795 ,0.566593 ,2.075040 ,0.000000 ,0.909503 ,0.382453 ,0.260851 ,0.174127 ,0.088331 ,0.176070 ,0.030178 ,0.053555 ,0.011850 ,0.061751 ,1.081591 ,0.000000 ,0.000000 ,0.439091 ,0.076166 ,0.000000 ,0.029844 ,0.688445 ,0.000000 ,0.966532 ,0.000000 ,0.538122 ,0.235185 ,0.143463 ,0.000000 ,0.525328 ,0.000000 ,0.033919 ,0.075476 ,1.631083 ,0.000000 ,0.641682 ,0.000000 ,0.039806 ,1.649908 ,0.765764 ,2.415672 
CRC.SW.U0852.N,0.034156 ,0.000000 ,0.159493 ,0.101798 ,0.000000 ,0.178680 ,0.000000 ,0.012573 ,0.039898 ,0.000000 ,0.007205 ,0.006411 ,0.076349 ,0.007642 ,0.024593 ,0.183912 ,0.015114 ,0.032964 ,0.096526 ,0.000000 ,0.001332 ,0.000000 ,0.007000 ,0.333294 ,0.944104 ,0.978646 ,0.561498 ,0.244640 ,0.227355 ,0.363840 ,0.612003 ,0.226731 ,0.071066 ,0.000000 ,0.000000 ,0.061659 ,0.068759 ,0.558409 ,0.533429 ,0.000000 ,2.068087 ,0.037558 ,0.448996 ,0.020440 ,0.095248 ,0.403496 ,0.209809 ,0.465600 ,0.432600 ,0.000240 ,0.636056 ,0.000000 ,0.013564 ,0.746931 ,2.138183 ,0.090953 ,0.167010 ,0.203553 ,0.157939 ,0.205045 ,0.259429 ,0.088286 ,0.061095 ,0.000000 ,0.273038 ,0.434031 ,0.488998 ,0.000000 ,0.045861 ,0.080389 ,0.000000 ,0.046132 ,0.067655 ,0.035332 ,0.000000 ,0.929901 ,0.000000 ,1.124260 ,0.472968 ,0.286835 ,0.000000 ,0.126282 ,0.000000 ,0.045995 ,0.035757 ,0.389312 ,0.000000 ,1.084436 ,0.271695 ,0.097532 ,1.852437 ,0.545253 ,2.397690 
CRC.SW.U0852.T,0.010792 ,0.000000 ,0.020934 ,0.007710 ,0.000000 ,0.077484 ,0.041642 ,0.010749 ,0.000000 ,0.000000 ,0.020328 ,0.000000 ,0.000000 ,0.059733 ,0.000000 ,0.034824 ,0.000000 ,0.027606 ,0.000000 ,0.086621 ,0.011902 ,0.021377 ,0.086000 ,0.112040 ,1.044748 ,0.431703 ,0.060774 ,0.000000 ,0.000000 ,0.000000 ,0.126194 ,0.073111 ,0.000000 ,0.061414 ,0.000000 ,0.000000 ,0.158945 ,0.066954 ,0.000000 ,0.000000 ,0.020568 ,0.000000 ,0.041825 ,0.489879 ,0.000000 ,0.002233 ,0.294257 ,0.000000 ,0.045951 ,0.001949 ,0.000000 ,0.000000 ,0.010554 ,0.245546 ,0.106390 ,0.000000 ,0.323775 ,0.050625 ,0.063309 ,0.001575 ,0.134950 ,0.028101 ,0.000000 ,0.000000 ,0.200686 ,0.000000 ,0.081843 ,0.000000 ,0.000000 ,0.153333 ,0.020979 ,0.000000 ,0.012361 ,0.063572 ,0.000000 ,0.555634 ,0.453249 ,0.081560 ,0.045127 ,0.101439 ,0.000000 ,0.254931 ,0.044810 ,0.072274 ,0.000000 ,1.853552 ,0.000000 ,1.760532 ,0.720341 ,0.000000 ,0.307728 ,0.147128 ,0.454856 
CRC.SW.U0857.T,0.026003 ,0.000000 ,0.010542 ,0.000000 ,0.000000 ,0.162220 ,0.001216 ,0.022388 ,0.000000 ,0.000000 ,0.037064 ,0.000000 ,0.000000 ,0.121991 ,0.008049 ,0.039583 ,0.000000 ,0.013842 ,0.000000 ,0.065996 ,0.000000 ,0.096324 ,0.066000 ,0.130462 ,1.044789 ,0.605219 ,0.000000 ,0.010535 ,0.938609 ,0.000000 ,0.034976 ,0.035595 ,0.000000 ,0.000000 ,0.119569 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.082407 ,0.579100 ,0.000000 ,0.097490 ,0.010431 ,0.000000 ,1.166279 ,0.148074 ,0.018594 ,0.030952 ,1.466353 ,0.000000 ,0.017181 ,1.017038 ,0.817869 ,0.029385 ,1.158198 ,0.000000 ,0.000000 ,0.090025 ,0.102275 ,0.236189 ,0.064930 ,0.000000 ,0.058503 ,0.333541 ,0.516259 ,0.000000 ,0.071109 ,0.399595 ,0.046459 ,0.000000 ,0.073461 ,0.478800 ,0.000000 ,0.930309 ,0.028028 ,0.050424 ,0.799509 ,0.000000 ,0.092517 ,0.355753 ,0.000000 ,0.086007 ,0.043847 ,0.846515 ,0.000000 ,0.337383 ,0.141352 ,0.200809 ,0.830272 ,1.321584 ,2.151855 
CRC.SW.U0861.T,0.011144 ,0.000000 ,0.012068 ,0.000043 ,0.000000 ,0.168005 ,0.039644 ,0.000759 ,0.000000 ,0.000000 ,0.044395 ,0.000000 ,0.000000 ,0.134238 ,0.012407 ,0.055713 ,0.000000 ,0.016478 ,0.000000 ,0.023129 ,0.000000 ,0.039167 ,0.057000 ,0.146408 ,1.032537 ,0.557189 ,0.154008 ,0.098960 ,0.702115 ,0.000000 ,0.000000 ,0.508712 ,0.187745 ,0.290598 ,0.174490 ,0.085964 ,0.121316 ,0.018935 ,0.000000 ,0.000000 ,1.203940 ,0.495267 ,0.000000 ,0.326145 ,0.000000 ,0.179933 ,1.124196 ,0.000000 ,0.000000 ,0.008995 ,0.923715 ,0.042719 ,0.033655 ,1.333570 ,1.334360 ,0.008455 ,1.088275 ,0.058626 ,0.022835 ,0.023556 ,0.021828 ,0.206035 ,0.029942 ,0.000000 ,0.136556 ,0.198383 ,0.383043 ,0.000000 ,0.000000 ,0.435820 ,0.012024 ,0.000000 ,0.074997 ,0.319770 ,0.000000 ,0.752393 ,0.068307 ,0.114540 ,0.503389 ,0.000000 ,0.029517 ,0.619280 ,0.000000 ,0.029683 ,0.078868 ,0.614281 ,0.000000 ,0.323180 ,0.433060 ,0.301591 ,0.848489 ,1.073436 ,1.921925 
CRC.SW.U0862.T,0.000000 ,0.004691 ,0.198963 ,0.000000 ,0.000000 ,0.084852 ,0.002543 ,0.003911 ,0.001918 ,0.000000 ,0.025669 ,0.000000 ,0.000000 ,0.037671 ,0.002606 ,0.030222 ,0.000000 ,0.011457 ,0.000000 ,0.019667 ,0.003865 ,0.008559 ,0.000000 ,0.556542 ,0.830747 ,0.436594 ,0.000000 ,0.000000 ,0.000000 ,0.611620 ,0.650541 ,0.109303 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.060165 ,0.000000 ,0.000000 ,0.000000 ,0.525881 ,0.000000 ,0.061150 ,0.526224 ,0.021680 ,0.066957 ,0.394834 ,0.260641 ,0.152232 ,0.112596 ,0.000000 ,0.000000 ,0.043413 ,1.193033 ,1.051049 ,0.007228 ,0.271466 ,0.000000 ,0.000000 ,0.061677 ,0.096423 ,0.028006 ,0.042005 ,0.129141 ,0.076626 ,0.139953 ,0.000000 ,0.000000 ,0.000000 ,0.109251 ,0.064702 ,0.000000 ,0.061010 ,0.059961 ,0.000000 ,1.025556 ,0.000000 ,0.315629 ,0.184203 ,0.548330 ,0.000000 ,0.095698 ,0.263116 ,0.087802 ,0.104048 ,1.176245 ,0.000000 ,0.518052 ,0.493619 ,0.000000 ,0.730401 ,0.197417 ,0.927819 
CRC.SW.U0865.T,0.027564 ,0.000000 ,0.120564 ,0.052305 ,0.000000 ,0.137224 ,0.011424 ,0.030900 ,0.010975 ,0.000000 ,0.015520 ,0.000000 ,0.006311 ,0.000000 ,0.006828 ,0.024399 ,0.013632 ,0.011107 ,0.000000 ,0.040532 ,0.000000 ,0.006959 ,0.003000 ,0.399591 ,0.919282 ,0.516243 ,0.342098 ,0.000000 ,0.000000 ,0.708408 ,0.210614 ,1.092113 ,0.206297 ,0.335411 ,0.000000 ,0.236045 ,0.443488 ,0.693386 ,0.380711 ,0.077677 ,0.618188 ,0.000000 ,0.259335 ,0.617122 ,0.000000 ,0.121008 ,0.472006 ,0.000000 ,0.084739 ,0.006116 ,0.000000 ,0.000000 ,0.000000 ,0.669325 ,0.350443 ,0.019187 ,0.365665 ,0.000000 ,0.000000 ,0.000000 ,0.130602 ,0.088236 ,0.000000 ,0.130980 ,0.000000 ,0.263103 ,0.000000 ,0.000000 ,0.000000 ,0.164612 ,0.039231 ,0.072143 ,0.035164 ,0.000000 ,0.000000 ,0.814354 ,0.215111 ,0.312929 ,0.000000 ,0.305865 ,0.114359 ,0.164144 ,0.209856 ,0.150452 ,0.071156 ,1.390521 ,0.000000 ,0.741437 ,1.295353 ,0.087544 ,1.325876 ,0.236003 ,1.561879 
CRC.SW.U0882.T,0.020597 ,0.000000 ,0.185567 ,0.052815 ,0.000000 ,0.155983 ,0.003529 ,0.020706 ,0.021248 ,0.000000 ,0.006821 ,0.008759 ,0.000000 ,0.055502 ,0.034995 ,0.090927 ,0.000000 ,0.010053 ,0.039561 ,0.014182 ,0.000000 ,0.012723 ,0.003000 ,0.418305 ,0.907946 ,0.733969 ,0.273910 ,0.232788 ,0.638473 ,1.112750 ,0.148497 ,0.279719 ,0.070555 ,0.036443 ,0.000000 ,0.000000 ,0.105249 ,0.419842 ,0.494332 ,0.132272 ,0.536219 ,0.254582 ,0.189204 ,0.122543 ,0.063437 ,0.237500 ,0.129323 ,0.488593 ,0.079080 ,0.012271 ,0.758072 ,0.055587 ,0.022361 ,1.158074 ,2.484507 ,0.000000 ,0.176886 ,0.120757 ,0.085655 ,0.087456 ,0.219700 ,0.139150 ,0.081778 ,0.225100 ,0.266307 ,0.281564 ,0.000000 ,0.000000 ,0.000000 ,0.034733 ,0.054087 ,0.164262 ,0.036600 ,0.017370 ,0.072765 ,0.351744 ,0.000000 ,0.347348 ,0.527463 ,0.485086 ,0.007244 ,0.129736 ,0.206696 ,0.038052 ,0.135852 ,1.293974 ,0.000000 ,1.167831 ,0.758663 ,0.004132 ,1.817147 ,0.560091 ,2.377239 
CRC.SW.U0908.T,0.030331 ,0.000000 ,0.141227 ,0.014635 ,0.000000 ,0.094477 ,0.000000 ,0.004557 ,0.002602 ,0.000000 ,0.000000 ,0.012787 ,0.000000 ,0.158197 ,0.015878 ,0.065259 ,0.000000 ,0.000000 ,0.000000 ,0.037302 ,0.000000 ,0.022965 ,0.004000 ,0.385767 ,0.926338 ,0.600217 ,0.110933 ,0.095263 ,0.459608 ,0.214003 ,0.098630 ,0.172082 ,0.000000 ,0.019923 ,0.000000 ,0.123899 ,0.053437 ,0.099943 ,0.156493 ,0.000000 ,0.002942 ,0.151292 ,0.176037 ,0.446659 ,0.000000 ,0.083876 ,0.683194 ,0.023918 ,0.143466 ,0.000000 ,0.869069 ,0.000000 ,0.012085 ,0.903191 ,1.143746 ,0.030687 ,0.701801 ,0.382235 ,0.152891 ,0.149877 ,0.104349 ,0.014740 ,0.083517 ,0.000000 ,0.000000 ,0.349260 ,0.446481 ,0.000000 ,0.208135 ,0.298088 ,0.002766 ,0.015150 ,0.017507 ,0.159714 ,0.000000 ,0.160895 ,0.222289 ,0.106468 ,0.405022 ,0.191954 ,0.000000 ,0.283331 ,0.000000 ,0.098066 ,0.001951 ,1.335665 ,0.000000 ,0.288683 ,0.000000 ,0.285185 ,1.022961 ,0.823763 ,1.846724 
